Car_model, Car_version,Price(Rs),DIMENSIONS_Length(mm),DIMENSIONS_Width(mm),DIMENSIONS_Height(mm),DIMENSIONS_Wheelbase(mm), DIMENSIONS_Ground Clearance(mm),DIMENSIONS_Kerb Weight(kg),DIMENSIONS_Boot Capacity(litres),ENGINE/MOTOR_Fuel Type Propulsion,ENGINE/MOTOR_Engine Installation,ENGINE/MOTOR_Engine Displacement(cc),ENGINE/MOTOR_Engine Type,ENGINE/MOTOR_Max Engine Power,ENGINE/MOTOR_Max Engine Torque,TRANSMISSION_Drive Layout,TRANSMISSION_Gearbox Type,TRANSMISSION_Number Of Gears,TRANSMISSION_Selectable Differential Lock,FUEL ECONOMY/RANGE_Fuel Tank Capacity,FUEL ECONOMY/RANGE_Official Fuel Economy(KPL),SUSPENSION_Front Suspension Type,SUSPENSION_Front Springs,SUSPENSION_Rear Suspension Type,SUSPENSION_Rear Springs,SUSPENSION_Damper Control,SUSPENSION_Ride Height Adjust,STEERING_Type Of Power Assist,STEERING_Steering Adjust,STEERING_Steering Adjust Type,STEERING_Turning Radius(m),WHEELS AND TYRES_Wheels,WHEELS AND TYRES_Wheel Size,WHEELS AND TYRES_Front Tyre Size,WHEELS AND TYRES_Rear Tyre Size,WHEELS AND TYRES_Spare Wheel,BRAKES_Front Brakes,BRAKES_Rear Brakes,SAFETY_Airbags,SAFETY_Anti Lock Brakes Abs,SAFETY_Electronic Parking Brake,SAFETY_Hill Start Assist,SAFETY_Hill Descent Control,SAFETY_Anti Pinch Power Windows,SAFETY_Central Locking,SAFETY_Speed Sensing Auto Door Locks,SAFETY_Child Safety Lock,SAFETY_Isofix Child Seat Mounts,SAFETY_Automatic Headlamps,SAFETY_Automatic Wipers,SAFETY_Rear Washer Wiper,SAFETY_Rear Defogger,SAFETY_Day Night Interior Mirror,SAFETY_Parking Sensors,SAFETY_Parking Camera,SAFETY_Tyre Pressure Monitoring System,SAFETY_Blind Spot Monitor,SAFETY_Adaptive Cruise Control,EXTERIOR_Body Coloured Bumpers,EXTERIOR_Projector Headlamps,EXTERIOR_Headlight Type,EXTERIOR_Daytime Running Lights,EXTERIOR_Front Fog Lamps,SEATS AND UPHOLSTERY_Seats,SEATS AND UPHOLSTERY_Leather Wrapped Steering Wheel,SEATS AND UPHOLSTERY_Leather Wrapped Gear Knob,SEATS AND UPHOLSTERY_Drivers Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Drivers Seat,SEATS AND UPHOLSTERY_Drivers Seat Memory,SEATS AND UPHOLSTERY_Front Passenger Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Front Passenger Seat,SEATS AND UPHOLSTERY_Front Passenger Seat Memory,SEATS AND UPHOLSTERY_Adjustable Front Headrests,SEATS AND UPHOLSTERY_Ventilated Seats,SEATS AND UPHOLSTERY_Heated Seats,SEATS AND UPHOLSTERY_Massage Seats,SEATS AND UPHOLSTERY_Front Seat Armrest,SEATS AND UPHOLSTERY_Rear Seat Armrest,SEATS AND UPHOLSTERY_Adjustable Rear Headrests,SEATS AND UPHOLSTERY_Individual Chairs At Rear,SEATS AND UPHOLSTERY_Rear Seat Backrest Recline,SEATS AND UPHOLSTERY_Rear Seat Backrest Fold,SEATS AND UPHOLSTERY_Rear Seat Backrest Split,SEATS AND UPHOLSTERY_Third Row Seats,INFOTAINMENT_Audio System,INFOTAINMENT_Cd Player,INFOTAINMENT_Usb Input,INFOTAINMENT_Aux Input,INFOTAINMENT_Bluetooth Audio Streaming,INFOTAINMENT_Bluetooth Telephone Function,INFOTAINMENT_Steering Audio Controls,INFOTAINMENT_Steering Phone Controls,INFOTAINMENT_Wireless Phone Charging,INFOTAINMENT_Display,INFOTAINMENT_Android Auto,INFOTAINMENT_Apple Carplay,INFOTAINMENT_Satellite Navigation,INFOTAINMENT_Voice Coands,INFOTAINMENT_Gesture Controls,INFOTAINMENT_Touchpad,INFOTAINMENT_Rear Entertainment Screens,COMFORT AND CONVENIENCE_Power Windows,COMFORT AND CONVENIENCE_Power Windows With One Touch Down,COMFORT AND CONVENIENCE_Power Windows With One Touch Up,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Adjust,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Fold,COMFORT AND CONVENIENCE_Remote Locking,COMFORT AND CONVENIENCE_Keyless Entry,COMFORT AND CONVENIENCE_Push Button Start,COMFORT AND CONVENIENCE_Climate Control,COMFORT AND CONVENIENCE_Rear Ac Vents,COMFORT AND CONVENIENCE_Third Row Ac Vents,COMFORT AND CONVENIENCE_Front Passenger Seat Adjust From Rear,COMFORT AND CONVENIENCE_Rear Window Sun Shades,COMFORT AND CONVENIENCE_Rear Windscreen Sun Shade,COMFORT AND CONVENIENCE_Rear Power Outlet,COMFORT AND CONVENIENCE_Sunroof,COMFORT AND CONVENIENCE_Configurable Ambient Lighting,COMFORT AND CONVENIENCE_Driving Modes,COMFORT AND CONVENIENCE_Cruise Control,COMFORT AND CONVENIENCE_Auto Parking,COMFORT AND CONVENIENCE_Launch Control,COMFORT AND CONVENIENCE_Dead Pedal,COMFORT AND CONVENIENCE_Hands Free Boot Opening,INSTRUMENTATION_Speedometer,INSTRUMENTATION_Tachometer,INSTRUMENTATION_Trip Meter,INSTRUMENTATION_Average Fuel Consumption,INSTRUMENTATION_Distance To Empty,INSTRUMENTATION_Low Fuel Level Warning,INSTRUMENTATION_Gear Indicator,INSTRUMENTATION_Shift Indicator,INSTRUMENTATION_Head Up Display,FUEL ECONOMY/RANGE_Auto Start Stop,ENGINE/MOTOR_Motor Type,ENGINE/MOTOR_Max Motor Power,ENGINE/MOTOR_Max Motor Torque,FUEL ECONOMY/RANGE_Battery Capacity,FUEL ECONOMY/RANGE_Claimed Range,FUEL ECONOMY/RANGE_Charging Time,SAFETY_Electronic Brakeforce Distribution Ebd,SAFETY_Brake Assist Ba,SAFETY_Traction Control,SAFETY_Electronic Stability Control,INFOTAINMENT_Mirrorlink,INFOTAINMENT_Web Browser,INFOTAINMENT_Video Player,INSTRUMENTATION_Average Speed,INSTRUMENTATION_Instantaneous Consumption,TRANSMISSION_Sport Mode Automatic Gearbox,TRANSMISSION_Manual Shifts Via Gear Lever Automatic Gearbox,TRANSMISSION_Paddle Shifters Automatic Gearbox,PERFORMANCE AS TESTED_Performance 0 to 100 kph,PERFORMANCE AS TESTED_Performance 20 to 80 kph Third Gear Kickdown,PERFORMANCE AS TESTED_Performance 40 to 100 kph Fourth Gear Kickdown,FUEL ECONOMY/RANGE_City Fuel Economy Tested,FUEL ECONOMY/RANGE_Highway Fuel Economy Tested,ENGINE/MOTOR_Combined Max Power,SEATS AND UPHOLSTERY_Third Row Seats Fold,SEATS AND UPHOLSTERY_Third Row Seats Split,FUEL ECONOMY/RANGE_Cng Lpg Tank Capacity,ENGINE/MOTOR_Combined Max Torque,ENGINE/MOTOR_Max Engine Power Cng,ENGINE/MOTOR_Max Engine Torque Cng
Maruti Suzuki Fronx, 1.2 Petrol Delta+ MT  ,988000,3995,1765,1550,2520,,965-970 ,308,Petrol,Front,1197,4 cyls,89.73 hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,21.79,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.9,Alloys,16-inches,195/60 R16,195/60 R16,Full-size,Discs,Drums,2,1,0,1,0,,1,1,1,1,1,0,0,1,Manual,Rear,No,0,0,0,1,0,LED,LED,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,0,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,1,0,YES,,,,,,,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,
Maruti Suzuki Fronx, 1.2 Petrol Sigma MT  ,847000,3995,1765,1550,2520,,965-970 ,308,Petrol,Front,1197,4 cyls,89.73 hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,21.79,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.9,Steel Rims with Wheel Covers,16-inches,195/60 R16,195/60 R16,Full-size,Discs,Drums,2,1,0,1,0,,1,1,1,1,0,0,0,1,Manual,Rear,No,0,0,0,1,1,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,0,0,1,1,0,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,1,0,YES,,,,,,,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Alpha AT  ,1966000,4345,1795,1645,2600,,1210,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Torque Converter Auto,6,NO,45,20.58,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Leatherette,1,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,YES,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Alpha MT  ,1793000,4345,1795,1645,2600,,1185,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,45,21.11,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Leatherette,1,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Alpha MT AWD  ,1966000,4345,1795,1645,2600,,1260,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,All-Wheel Drive,Manual,5,NO,45,19.38,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,1,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Leatherette,1,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,1,1,0,0,1,0,Yes,Yes,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Delta AT  ,1563000,4345,1795,1645,2600,,1185,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Torque Converter Auto,6,NO,45,20.58,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Steel Rims with Wheel Covers,17-inches,215/60 R17,215/60 R17,Full-size,Discs,Discs,2,1,0,1,0,,1,1,1,1,0,0,0,0,Manual,Rear,Yes,0,0,0,1,1,Halogen,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,No,0,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,YES,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Delta MT  ,1390000,4345,1795,1645,2600,,1150,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,45,21.11,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Steel Rims with Wheel Covers,17-inches,215/60 R17,215/60 R17,Full-size,Discs,Discs,2,1,0,1,0,,1,1,1,1,0,0,0,0,Manual,Rear,Yes,0,0,0,1,1,Halogen,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,No,0,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Sigma MT  ,1222000,4345,1795,1645,2600,,1150,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,45,21.11,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Steel Rims with Wheel Covers,17-inches,215/60 R17,215/60 R17,Full-size,Discs,Discs,2,1,0,1,0,,1,1,1,1,0,0,0,0,Manual,Rear,No,0,0,0,1,1,Halogen,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,0,0,0,0,0,0,1,0,0,No,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,0,No,0,0,0,0,0,1,0,Yes,Yes,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Zeta AT  ,1793000,4345,1795,1645,2600,,1210,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Torque Converter Auto,6,NO,45,20.58,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,No,1,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,YES,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Mild Hybrid Zeta MT  ,1619000,4345,1795,1645,2600,,1185,,Petrol,Front,1462,4 cyls,103.06 hp at 6000rpm,136.8Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,45,21.11,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,No,1,0,1,0,0,1,0,Yes,Yes,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,,,,,,,,,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Strong Hybrid Alpha+  ,2266000,4345,1795,1645,2600,,1295,,Petrol-Electric Hybrid,Front,1490,3 cyls,92.45 hp at 5500rpm,122Nm at 4400-4800rpm,Front-Wheel Drive,CVT Auto,,NO,45,27.97,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,1,0,0,1,1,LED,LED,0,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,1,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,0,1,0,0,1,0,Yes,No,1,1,1,1,0,0,1,YES,AC Synchronous Motor,80.2hp at 3995 rpm,141Nm at 0-3995rpm,,,,1,1,1,1,0,0,0,1,1,NO,,NO,,,,,,115.56hp,,,,,,
Maruti Suzuki Grand Vitara, 1.5 Petrol Strong Hybrid Zeta+  ,2093000,4345,1795,1645,2600,,1290,,Petrol-Electric Hybrid,Front,1490,3 cyls,92.45 hp at 5500rpm,122Nm at 4400-4800rpm,Front-Wheel Drive,CVT Auto,,NO,45,27.97,MacPherson Strut,Coil Springs,Torison Beam Axle,Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.4,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,0,1,0,,1,1,1,1,1,0,1,1,Auto,Rear,Yes,0,0,0,1,1,LED,LED,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,,1,0,1,0,1,1,1,1,1,9-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,0,1,0,0,1,0,Yes,No,1,1,1,1,0,0,1,YES,AC Synchronous Motor,80.2hp at 3995 rpm,141Nm at 0-3995rpm,,,,1,1,1,1,0,0,0,1,1,NO,,NO,,,,,,115.56hp,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Alpha  ,861000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,Manual,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Alloys,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,1,1,Manual,Rear,Rear,0,0,0,1,1,LED,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,SD Card-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,0,1,0,0,1,1,,,,12.24 s,12.11 s,18.52 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Alpha AMT  ,923000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,AMT Auto,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Alloys,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,1,1,Manual,Rear,Rear,0,0,0,1,1,LED,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,SD Card-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,0,1,0,0,1,1,NO,YES,NO,13.82 s,8.52 s,10.26 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Delta  ,724000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,Manual,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Steel Rims with Wheel Covers,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,0,0,Manual,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,1,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,0,0,0,0,1,1,,,,12.24 s,12.11 s,18.52 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Delta AMT  ,786000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,AMT Auto,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Steel Rims with Wheel Covers,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,0,0,Manual,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,1,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,0,0,0,0,1,1,NO,YES,NO,13.82 s,8.52 s,10.26 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Sigma  ,647000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,Manual,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Steel Rims,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,Front,Driver's Window Only,No,0,0,0,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,No,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,0,0,0,0,0,1,,,,12.24 s,12.11 s,18.52 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Zeta  ,789000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,Manual,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Alloys,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,1,1,Manual,Rear,No,0,0,0,1,0,Halogen,No,1,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,1,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,0,0,0,0,1,1,,,,12.24 s,12.11 s,18.52 s,,,,,,,,,
Maruti Suzuki Ignis, 1.2 K12 Zeta AMT  ,850000,3700,1690,1595,2435,180,860,260,Petrol,Front,1197,4 cyls,83hp at 6000rpm,113Nm at 4200rpm,Front-Wheel Drive,AMT Auto,5,NO,32,20.89,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.7,Alloys,15-inches,175/65 R15,175/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,1,1,Manual,Rear,No,0,0,0,1,0,Halogen,No,1,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,1,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,0,0,0,0,1,1,NO,YES,NO,13.82 s,8.52 s,10.26 s,,,,,,,,,
