Car_model, Car_version,Price(Rs),DIMENSIONS_Length(mm),DIMENSIONS_Width(mm),DIMENSIONS_Height(mm),DIMENSIONS_Wheelbase(mm), DIMENSIONS_Ground Clearance(mm),DIMENSIONS_Kerb Weight(kg),DIMENSIONS_Boot Capacity(litres),ENGINE/MOTOR_Fuel Type Propulsion,ENGINE/MOTOR_Engine Installation,ENGINE/MOTOR_Engine Displacement(cc),ENGINE/MOTOR_Engine Type,ENGINE/MOTOR_Max Engine Power,ENGINE/MOTOR_Max Engine Torque,TRANSMISSION_Drive Layout,TRANSMISSION_Gearbox Type,TRANSMISSION_Number Of Gears,TRANSMISSION_Selectable Differential Lock,FUEL ECONOMY/RANGE_Fuel Tank Capacity,FUEL ECONOMY/RANGE_Official Fuel Economy(KPL),SUSPENSION_Front Suspension Type,SUSPENSION_Front Springs,SUSPENSION_Rear Suspension Type,SUSPENSION_Rear Springs,SUSPENSION_Damper Control,SUSPENSION_Ride Height Adjust,STEERING_Type Of Power Assist,STEERING_Steering Adjust,STEERING_Steering Adjust Type,STEERING_Turning Radius(m),WHEELS AND TYRES_Wheels,WHEELS AND TYRES_Wheel Size,WHEELS AND TYRES_Front Tyre Size,WHEELS AND TYRES_Rear Tyre Size,WHEELS AND TYRES_Spare Wheel,BRAKES_Front Brakes,BRAKES_Rear Brakes,SAFETY_Airbags,SAFETY_Anti Lock Brakes Abs,SAFETY_Electronic Parking Brake,SAFETY_Hill Start Assist,SAFETY_Hill Descent Control,SAFETY_Anti Pinch Power Windows,SAFETY_Central Locking,SAFETY_Speed Sensing Auto Door Locks,SAFETY_Child Safety Lock,SAFETY_Isofix Child Seat Mounts,SAFETY_Automatic Headlamps,SAFETY_Automatic Wipers,SAFETY_Rear Washer Wiper,SAFETY_Rear Defogger,SAFETY_Day Night Interior Mirror,SAFETY_Parking Sensors,SAFETY_Parking Camera,SAFETY_Tyre Pressure Monitoring System,SAFETY_Blind Spot Monitor,SAFETY_Adaptive Cruise Control,EXTERIOR_Body Coloured Bumpers,EXTERIOR_Projector Headlamps,EXTERIOR_Headlight Type,EXTERIOR_Daytime Running Lights,EXTERIOR_Front Fog Lamps,SEATS AND UPHOLSTERY_Seats,SEATS AND UPHOLSTERY_Leather Wrapped Steering Wheel,SEATS AND UPHOLSTERY_Leather Wrapped Gear Knob,SEATS AND UPHOLSTERY_Drivers Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Drivers Seat,SEATS AND UPHOLSTERY_Drivers Seat Memory,SEATS AND UPHOLSTERY_Front Passenger Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Front Passenger Seat,SEATS AND UPHOLSTERY_Front Passenger Seat Memory,SEATS AND UPHOLSTERY_Adjustable Front Headrests,SEATS AND UPHOLSTERY_Ventilated Seats,SEATS AND UPHOLSTERY_Heated Seats,SEATS AND UPHOLSTERY_Massage Seats,SEATS AND UPHOLSTERY_Front Seat Armrest,SEATS AND UPHOLSTERY_Rear Seat Armrest,SEATS AND UPHOLSTERY_Adjustable Rear Headrests,SEATS AND UPHOLSTERY_Individual Chairs At Rear,SEATS AND UPHOLSTERY_Rear Seat Backrest Recline,SEATS AND UPHOLSTERY_Rear Seat Backrest Fold,SEATS AND UPHOLSTERY_Rear Seat Backrest Split,SEATS AND UPHOLSTERY_Third Row Seats,INFOTAINMENT_Audio System,INFOTAINMENT_Cd Player,INFOTAINMENT_Usb Input,INFOTAINMENT_Aux Input,INFOTAINMENT_Bluetooth Audio Streaming,INFOTAINMENT_Bluetooth Telephone Function,INFOTAINMENT_Steering Audio Controls,INFOTAINMENT_Steering Phone Controls,INFOTAINMENT_Wireless Phone Charging,INFOTAINMENT_Display,INFOTAINMENT_Android Auto,INFOTAINMENT_Apple Carplay,INFOTAINMENT_Satellite Navigation,INFOTAINMENT_Voice Coands,INFOTAINMENT_Gesture Controls,INFOTAINMENT_Touchpad,INFOTAINMENT_Rear Entertainment Screens,COMFORT AND CONVENIENCE_Power Windows,COMFORT AND CONVENIENCE_Power Windows With One Touch Down,COMFORT AND CONVENIENCE_Power Windows With One Touch Up,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Adjust,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Fold,COMFORT AND CONVENIENCE_Remote Locking,COMFORT AND CONVENIENCE_Keyless Entry,COMFORT AND CONVENIENCE_Push Button Start,COMFORT AND CONVENIENCE_Climate Control,COMFORT AND CONVENIENCE_Rear Ac Vents,COMFORT AND CONVENIENCE_Third Row Ac Vents,COMFORT AND CONVENIENCE_Front Passenger Seat Adjust From Rear,COMFORT AND CONVENIENCE_Rear Window Sun Shades,COMFORT AND CONVENIENCE_Rear Windscreen Sun Shade,COMFORT AND CONVENIENCE_Rear Power Outlet,COMFORT AND CONVENIENCE_Sunroof,COMFORT AND CONVENIENCE_Configurable Ambient Lighting,COMFORT AND CONVENIENCE_Driving Modes,COMFORT AND CONVENIENCE_Cruise Control,COMFORT AND CONVENIENCE_Auto Parking,COMFORT AND CONVENIENCE_Launch Control,COMFORT AND CONVENIENCE_Dead Pedal,COMFORT AND CONVENIENCE_Hands Free Boot Opening,INSTRUMENTATION_Speedometer,INSTRUMENTATION_Tachometer,INSTRUMENTATION_Trip Meter,INSTRUMENTATION_Average Fuel Consumption,INSTRUMENTATION_Distance To Empty,INSTRUMENTATION_Low Fuel Level Warning,INSTRUMENTATION_Gear Indicator,INSTRUMENTATION_Shift Indicator,INSTRUMENTATION_Head Up Display,FUEL ECONOMY/RANGE_Auto Start Stop,ENGINE/MOTOR_Motor Type,ENGINE/MOTOR_Max Motor Power,ENGINE/MOTOR_Max Motor Torque,FUEL ECONOMY/RANGE_Battery Capacity,FUEL ECONOMY/RANGE_Claimed Range,FUEL ECONOMY/RANGE_Charging Time,SAFETY_Electronic Brakeforce Distribution Ebd,SAFETY_Brake Assist Ba,SAFETY_Traction Control,SAFETY_Electronic Stability Control,INFOTAINMENT_Mirrorlink,INFOTAINMENT_Web Browser,INFOTAINMENT_Video Player,INSTRUMENTATION_Average Speed,INSTRUMENTATION_Instantaneous Consumption,TRANSMISSION_Sport Mode Automatic Gearbox,TRANSMISSION_Manual Shifts Via Gear Lever Automatic Gearbox,TRANSMISSION_Paddle Shifters Automatic Gearbox,PERFORMANCE AS TESTED_Performance 0 to 100 kph,PERFORMANCE AS TESTED_Performance 20 to 80 kph Third Gear Kickdown,PERFORMANCE AS TESTED_Performance 40 to 100 kph Fourth Gear Kickdown,FUEL ECONOMY/RANGE_City Fuel Economy Tested,FUEL ECONOMY/RANGE_Highway Fuel Economy Tested,ENGINE/MOTOR_Combined Max Power,SEATS AND UPHOLSTERY_Third Row Seats Fold,SEATS AND UPHOLSTERY_Third Row Seats Split,FUEL ECONOMY/RANGE_Cng Lpg Tank Capacity,ENGINE/MOTOR_Combined Max Torque,ENGINE/MOTOR_Max Engine Power Cng,ENGINE/MOTOR_Max Engine Torque Cng
Maruti Suzuki Invicto, 2.0 Hybrid Alpha+ 7-str  ,3298000,4755,1850,1790,2850,,1685,,Petrol-Electric Hybrid,Front,1987,4 cyls,152hp at 6000rpm,188Nm at 4400-5200 rpm,Front-Wheel Drive,e-Drive,Variable,NO,52,23.24,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,0,1,1,Auto,Front and Rear,360-degree,1,0,0,1,0,LED,LED,1,Leatherette,1,1,1,1,1,0,0,0,1,Yes,No,No,1,1,1,Yes,Manual,0,0,1,1,0,1,0,1,1,1,1,0,10-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 2-zone,1,1,0,,0,1,Panoramic,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,YES,AC Synchronous Motor,114hp at 4000rpm,206Nm,,,,1,1,0,1,0,0,1,1,0,NO,NO,YES,,,,,,186hp,1,1,,,,
Maruti Suzuki Invicto, 2.0 Hybrid Zeta+ 7-str  ,2878000,4755,1845,1795,2850,,1620,,Petrol-Electric Hybrid,Front,1987,4 cyls,152hp at 6000rpm,188Nm at 4400-5200 rpm,Front-Wheel Drive,e-Drive,Variable,NO,52,23.24,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,0,1,0,Auto,No,Rear,0,0,0,1,0,LED,LED,1,Fabric,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,Yes,Manual,0,0,1,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,YES,AC Synchronous Motor,114hp at 4000rpm,206Nm,,,,1,1,0,1,0,0,1,1,0,NO,NO,YES,,,,,,186hp,1,1,,,,
Maruti Suzuki Invicto, 2.0 Hybrid Zeta+ 8-str  ,2884000,4755,1845,1795,2850,,1630,,Petrol-Electric Hybrid,Front,1987,4 cyls,152hp at 6000rpm,188Nm at 4400-5200 rpm,Front-Wheel Drive,e-Drive,Variable,NO,52,23.24,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,17-inches,215/60 R17,215/60 R17,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,0,1,0,Auto,No,Rear,0,0,0,1,0,LED,LED,1,Fabric,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,YES,AC Synchronous Motor,114hp at 4000rpm,206Nm,,,,1,1,0,1,0,0,1,1,0,NO,NO,YES,,,,,,186hp,1,1,,,,
Maruti Suzuki Jimny, 1.5 Petrol Alpha AT  ,1735000,3985,1645,1720,2590,210,1205-1210 ,211,Petrol,Front,1462,4 cyls,104.8 hp at 6000 rpm,134.2 Nm at 4000 rpm,Four-Wheel Drive,Torque Converter Auto,4,NO,40,,3-link Rigid Axle,Coil Springs,3-link Rigid Axle,Coil Springs,NO,NO,Electric,Tilt,Manual,5.7,Alloys,15-inches,195/80 R15,195/80 R15,Full-size,Discs,Drums,6,1,0,1,1,,1,0,1,1,1,0,1,1,Manual,Rear,Rear,0,0,0,0,0,LED,No,1,Fabric,1,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,Manual,1,1,0,1,0,0,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,0,1,Auto 1-zone,0,0,0,0,0,1,No,0,0,1,0,0,0,0,Analog,Analog,1,1,1,1,1,,0,YES,,,,,,,1,0,1,1,0,0,0,1,1,NO,NO,NO,,,,,,,,,,,,
Maruti Suzuki Jimny, 1.5 Petrol Alpha MT  ,1596000,3985,1645,1720,2590,210,1195-1200 ,211,Petrol,Front,1462,4 cyls,104.8 hp at 6000 rpm,134.2 Nm at 4000 rpm,Four-Wheel Drive,Manual,5,NO,40,,3-link Rigid Axle,Coil Springs,3-link Rigid Axle,Coil Springs,NO,NO,Electric,Tilt,Manual,5.7,Alloys,15-inches,195/80 R15,195/80 R15,Full-size,Discs,Drums,6,1,0,1,1,,1,0,1,1,1,0,1,1,Manual,Rear,Rear,0,0,0,0,0,LED,No,1,Fabric,1,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,Manual,1,1,0,1,0,0,0,1,1,1,1,0,9-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,0,1,Auto 1-zone,0,0,0,0,0,1,No,0,0,1,0,0,0,0,Analog,Analog,1,1,1,1,1,1,0,YES,,,,,,,1,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,
Maruti Suzuki Jimny, 1.5 Petrol Zeta AT  ,1625000,3985,1645,1720,2590,210,1205-1210 ,211,Petrol,Front,1462,4 cyls,104.8 hp at 6000 rpm,134.2 Nm at 4000 rpm,Four-Wheel Drive,Torque Converter Auto,4,NO,40,,3-link Rigid Axle,Coil Springs,3-link Rigid Axle,Coil Springs,NO,NO,Electric,Tilt,Manual,5.7,Steel Rims,15-inches,195/80 R15,195/80 R15,Full-size,Discs,Drums,6,1,0,1,1,,1,0,1,1,0,0,1,1,Manual,Rear,Rear,0,0,0,0,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,Manual,1,1,0,1,0,0,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,0,1,0,0,Manual,0,0,0,0,0,1,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,,0,YES,,,,,,,1,0,1,1,0,0,0,1,1,NO,NO,NO,,,,,,,,,,,,
Maruti Suzuki Jimny, 1.5 Petrol Zeta MT  ,1487000,3985,1645,1720,2590,210,1195-1200 ,211,Petrol,Front,1462,4 cyls,104.8 hp at 6000 rpm,134.2 Nm at 4000 rpm,Four-Wheel Drive,Manual,5,NO,40,,3-link Rigid Axle,Coil Springs,3-link Rigid Axle,Coil Springs,NO,NO,Electric,Tilt,Manual,5.7,Steel Rims,15-inches,195/80 R15,195/80 R15,Full-size,Discs,Drums,6,1,0,1,1,,1,0,1,1,0,0,1,1,Manual,Rear,Rear,0,0,0,0,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,1,No,Manual,1,1,0,1,0,0,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,0,1,0,0,Manual,0,0,0,0,0,1,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,1,0,YES,,,,,,,1,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,
Maruti Suzuki S-Presso, LXi  ,552000,3565,1520,1549,2380,160,737,240,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,Manual,5,NO,27,21.4,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.5,Steel Rims,13-inches,145/80 R13,145/80 R13,Full-size,Discs,Drums,1,1,0,0,0,0,0,0,1,0,0,0,0,0,No,Rear,No,0,0,0,0,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,No,,,0,0,0,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,0,0,1,0,0,0,NO,,,,,,,1,0,0,0,0,0,0,0,0,,,,13.24 s,13.4 s,17.56 s,,,,,,,,,
Maruti Suzuki S-Presso, Std  ,476000,3565,1520,1549,2380,160,726,240,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,Manual,5,NO,27,21.4,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,No,No,,4.5,Steel Rims,13-inches,145/80 R13,145/80 R13,Full-size,Discs,Drums,1,1,0,0,0,0,0,0,1,0,0,0,0,0,No,Rear,No,0,0,0,0,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,No,,,0,0,0,0,0,No,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,0,0,1,0,0,0,NO,,,,,,,1,0,0,0,0,0,0,0,0,,,,13.24 s,13.4 s,17.56 s,,,,,,,,,
Maruti Suzuki S-Presso, VXi  ,574000,3565,1520,1564,2380,180,758,240,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,Manual,5,NO,27,21.7,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.5,Steel Rims with Wheel Covers,14-inches,165/70 R14,165/70 R14,Full-size,Discs,Drums,1,1,0,0,0,0,1,1,1,0,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,1,0,1,1,1,1,0,0,0,2 DIN,0,0,No,0,0,0,0,Front,No,No,0,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,0,1,0,NO,,,,,,,1,0,0,0,0,0,0,0,1,,,,13.24 s,13.4 s,17.56 s,,,,,,,,,
Maruti Suzuki S-Presso, VXi (O) AGS  ,628000,3565,1520,1564,2380,180,767,240,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,AMT Auto,5,NO,27,21.7,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.5,Steel Rims with Wheel Covers,14-inches,165/70 R14,165/70 R14,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,0,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,1,0,1,1,1,1,0,0,0,2 DIN,0,0,No,0,0,0,0,Front,No,No,0,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,1,0,0,NO,,,,,,,1,0,0,0,0,0,0,0,1,NO,YES,NO,,,,,,,,,,,,
Maruti Suzuki S-Presso, VXi+  ,611000,3565,1520,1564,2380,180,763,270,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,Manual,5,NO,27,21.7,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.5,Steel Rims with Wheel Covers,14-inches,165/70 R14,165/70 R14,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,0,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front,No,No,0,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,0,1,0,NO,,,,,,,1,0,0,0,0,0,1,0,1,,,,13.24 s,13.4 s,17.56 s,,,,,,,,,
Maruti Suzuki Swift, Lxi Petrol  ,637000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,23.2,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Steel Rims,14-inches,165/80 R14,165/80 R14,Full-size,Discs,Drums,2,1,0,0,0,0,0,0,1,1,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,No,No,No,0,0,0,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Analog,No,1,1,1,1,0,1,0,YES,,,,,,,1,1,0,0,0,0,0,0,1,,,,11.67 s,,,,,,,,,,,
Maruti Suzuki Swift, VXi AMT Petrol  ,780000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,AMT Auto,5,NO,37,23.76,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Steel Rims with Wheel Covers,14-inches,165/80 R14,165/80 R14,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,0,0,0,0,Manual,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,0,0,0,No,No,1,0,0,1,0,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,YES,,,,,,,1,1,0,1,0,0,0,0,1,NO,YES,NO,,,,,,,,,,,,
Maruti Suzuki Swift, VXi Petrol  ,724000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,23.2,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Steel Rims with Wheel Covers,14-inches,165/80 R14,165/80 R14,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,1,0,0,0,0,Manual,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,0,0,0,No,No,1,0,0,1,0,1,1,1,1,1,1,0,2 DIN,0,0,No,0,0,0,0,Front and Rear,Driver's Window Only,No,1,0,1,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,0,1,0,YES,,,,,,,1,1,0,0,0,0,0,0,1,,,,11.67 s,,,,,,,,,,,
Maruti Suzuki Swift, ZXi AMT Petrol  ,850000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,AMT Auto,5,NO,37,23.76,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Alloys,15-inches,185/65 R15,185/65 R15,Space-saver,Disc,Drums,2,1,0,1,0,,1,1,1,1,0,0,1,1,Manual,Rear,No,0,0,0,1,0,Halogen,No,1,Fabric,1,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,YES,,,,,,,1,1,0,1,0,0,1,0,1,NO,YES,NO,,,,,,,,,,,,
Maruti Suzuki Swift, ZXi Petrol  ,794000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,23.2,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Alloys,15-inches,185/65 R15,185/65 R15,Space-saver,Disc,Drums,2,1,0,0,0,,1,1,1,1,0,0,1,1,Manual,Rear,No,0,0,0,1,0,Halogen,No,1,Fabric,1,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,0,1,0,YES,,,,,,,1,1,0,0,0,0,1,0,1,,,,11.67 s,,,,,,,,,,,
Maruti Suzuki Swift, ZXi+ AMT Petrol  ,937000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,AMT Auto,5,NO,37,23.76,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Alloys,15-inches,185/65 R15,185/65 R15,Space-saver,Disc,Drums,2,1,0,1,0,,1,1,1,1,1,0,1,1,Manual,Rear,Rear,0,0,0,1,1,LED,LED,1,Fabric,1,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,1,0,0,1,0,Analog,Analog,1,1,1,1,1,0,0,YES,,,,,,,1,1,0,1,0,0,1,1,1,NO,YES,NO,,,,,,,,,,,,
Maruti Suzuki Swift, ZXi+ Petrol  ,881000,3845,1735,1530,2450,163,875-905 ,268,Petrol,Front,1197,4 cyls,90hp at 6000rpm,113Nm at 4400rpm,Front-Wheel Drive,Manual,5,NO,37,23.2,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.8,Alloys,15-inches,185/65 R15,185/65 R15,Space-saver,Disc,Drums,2,1,0,0,0,,1,1,1,1,1,0,1,1,Manual,Rear,Rear,0,0,0,1,1,LED,LED,1,Fabric,1,0,1,0,0,0,0,0,1,No,No,No,0,0,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,0,0,0,0,0,0,No,0,0,1,0,0,0,0,Analog,Analog,1,1,1,1,0,1,0,YES,,,,,,,1,1,0,0,1,0,1,1,1,,,,11.67 s,,,,,,,,,,,
Maruti Suzuki Wagon R, 1.0 LXi  ,498000,3655,1620,1675,2435,170,805,341,Petrol,Front,998,3 cyls,68hp at 5500rpm,90Nm at 3500rpm,Front-Wheel Drive,Manual,5,NO,32,21.79,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.7,Steel Rims,13-inches,155/80 R13,155/80 R13,Full-size,Discs,Drums,1,1,0,0,0,0,1,0,1,0,0,0,0,0,No,Rear,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,Front,Driver's Window Only,No,0,0,0,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,1,0,Analog,No,1,1,1,1,0,1,0,NO,,,,,,,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
